BOQ Sr.No,BOQ Description,BOQ Qty,BOQ UOM,BOQ Item Type,BOQ Dimensions,BOQ Material,,Vendor Description,Vendor Qty,Vendor UOM,Vendor Unit Price,Vendor Total Price,Vendor Brand,,Match Confidence,Match Status,Issues,LLM Reasoning
17,150X150 MM CABLE TRUNKING 90 DEGREE BEND,20.0,NOS,bend,"width:150mm, height:150mm",null,,"90° TOP LID BEND FOR 150X150MM GI TRUNKING, 1.5MM THK.",20.0,NOS,29.88,597.6,,,0.75,✓ GOOD,"Type mismatch: BOQ=bend, Vendor=Top Lid Bend",This item is a 90-degree top lid bend for a GI (Galvanized Iron) trunking system. It has dimensions of 150mm x 150mm and is made of 1.5mm thick material. It's used as a covering component for right-angle bends in a cable management system.
18,100X100 MM CABLE TRUNKING 90 DEGREE BEND,20.0,NOS,bend,"width:100mm, height:100mm",null,,"90° TOP LID BEND FOR 100X100MM GI TRUNKING, 1.2MM THK.",20.0,NOS,20.064,401.28,,,0.75,✓ GOOD,"Type mismatch: BOQ=bend, Vendor=90° Top Lid Bend",This item is a 90-degree top lid bend for a 100x100mm GI (Galvanized Iron) trunking system. It is made of 1.2mm thick material and is used to create a right-angle turn in the trunking system while providing a cover for the top.
19,75X75 MM CABLE TRUNKING 90 DEGREE BEND,20.0,NOS,bend,"width:75mm, height:75mm",null,,"90° TOP LID BEND FOR 75X75MM GI TRUNKING, 1.0MM THK.",20.0,NOS,14.304,286.08,,,1.00,✅ EXCELLENT,None,This item is a 90-degree top lid bend for a galvanized iron (GI) trunking system. It has dimensions of 75x75mm and is made of 1.0mm thick material. It's an accessory used in cable management systems to change the direction of the trunking at a right angle while providing a cover for the top.
20,50X50 MM CABLE TRUNKING 90 DEGREE BEND,20.0,NOS,bend,"width:50mm, height:50mm",null,,"90° TOP LID BEND FOR 50X50MM GI TRUNKING, 1.0MM THK.",20.0,NOS,11.136,222.72,,,1.00,✅ EXCELLENT,None,This item is a 90-degree top lid bend for a 50x50mm GI (Galvanized Iron) trunking system. It is made of 1.0mm thick material and is used to create a right-angle turn in the trunking system while providing a cover for the top.
21,150X150MM TO 100X100 MM REDUCER,20.0,NOS,reducer,"width:150mm to 100mm, height:150mm to 100mm",null,,"REDUCER FOR 150X100 - 100X100MM GI TRUNKING, 1.2MM THK.",20.0,NOS,25.164,503.28,,,0.75,✓ GOOD,"Type mismatch: BOQ=reducer, Vendor=Reducer","This item is a reducer for a galvanized iron (GI) trunking system. It transitions from a 150x100mm trunking size to a 100x100mm size, with a thickness of 1.2mm. It's used to connect different sizes of trunking in an electrical or cable management system."
22,150X100MM TO 100X100 MM REDUCER,20.0,NOS,reducer,"width:150mm, height:100mm",null,,"REDUCER FOR 150X100 - 100X100MM GI TRUNKING, 1.2MM THK.",20.0,NOS,25.164,503.28,,,0.75,✓ GOOD,"Type mismatch: BOQ=reducer, Vendor=Reducer","This item is a reducer for a galvanized iron (GI) trunking system. It transitions from a 150x100mm trunking size to a 100x100mm size, with a thickness of 1.2mm. It's used to connect different sizes of trunking in an electrical or cable management system."
23,100X100MM TO 50X50 MM REDUCER,20.0,NOS,reducer,"width:100mm, height:100mm",null,,"REDUCER FOR 100X100 50X50MM GI TRUNKING, 1.2MM THK.",20.0,NOS,21.48,429.6,,,0.75,✓ GOOD,"Type mismatch: BOQ=reducer, Vendor=Reducer","This item is a reducer for a GI (Galvanized Iron) trunking system. It transitions from a 100x100mm size to a 50x50mm size, with a thickness of 1.2mm. Reducers are used to change the size of the trunking system, allowing for transitions between different sized sections."
24,75X75MM TO 50X50 MM REDUCER,20.0,NOS,reducer,"width:75mm, height:75mm",null,,"REDUCER FOR 75X75 50X50MM GI TRUNKING, 1.0MM THK.",20.0,NOS,17.652,353.04,,,0.75,✓ GOOD,"Type mismatch: BOQ=reducer, Vendor=Reducer","This item is a reducer for a GI (Galvanized Iron) trunking system. It transitions from a 75x75mm size to a 50x50mm size, with a thickness of 1.0mm. It's used in electrical or cable management systems to change the size of the trunking run."
25,100X100MM TO 75X75 MM REDUCER,20.0,NOS,reducer,"width:100mm, height:100mm",null,,"REDUCER FOR 100X100 50X50MM GI TRUNKING, 1.2MM THK.",20.0,NOS,21.48,429.6,,,0.75,✓ GOOD,"Type mismatch: BOQ=reducer, Vendor=Reducer","This item is a reducer for a GI (Galvanized Iron) trunking system. It transitions from a 100x100mm size to a 50x50mm size, with a thickness of 1.2mm. Reducers are used to change the size of the trunking system, allowing for transitions between different sized sections."
26,150X150X100 UNEQUAL TEE,20.0,NOS,tee,"width:150mm, height:150mm, length:100mm",null,,NOT QUOTED,,,,,,,0.00,❌ MISSING/POOR,Item not quoted by vendor,No vendor quote found
27,100X100X50 UNEQUAL TEE,20.0,NOS,tee,"width:100mm, height:100mm, length:50mm",HDG,,NOT QUOTED,,,,,,,0.00,❌ MISSING/POOR,Item not quoted by vendor,No vendor quote found
28,75X75X50 UNEQUAL TEE,20.0,NOS,tee,"width:75mm, height:75mm, length:50mm",null,,NOT QUOTED,,,,,,,0.00,❌ MISSING/POOR,Item not quoted by vendor,No vendor quote found
29,100x50x50 UNEQUAL TEE,20.0,NOS,tee,"width:100mm, height:50mm, length:50mm",null,,"UN EQUAL TEE TOP LID FOR 100X100-50X50-50X50MM TRUNKING, 1.2MM THK. PG",20.0,NOS,48.288,965.76,,,0.75,✓ GOOD,"Type mismatch: BOQ=tee, Vendor=Unequal Tee Top Lid","This item is an unequal tee top lid for a cable trunking system. It's designed to cover a trunking junction where three different sizes meet (100x100mm and two 50x50mm sections). The lid is made of PG (Pre-Galvanized) material with a thickness of 1.2mm, providing protection and access to the cable trunking system."
30,100X100X75 UNEQUAL TEE,20.0,NOS,tee,"width:100mm, height:100mm, length:75mm",HDG,,"UN EQUAL TEE TOP LID FOR 100X100-100X100-75X75MM TRUNKING, 1.2MM THK. PG",20.0,NOS,43.896,877.92,,,0.75,✓ GOOD,"Type mismatch: BOQ=tee, Vendor=Unequal Tee Top Lid","This item is an unequal tee top lid for a cable trunking system. It's designed to cover the junction where three trunking sections meet, with two 100x100mm sections and one 75x75mm section. The lid is made of PG (Pre-Galvanized) material with a thickness of 1.2mm, providing protection and access to the cable trunking system."
31,150X150X100X100 SQUARE TEE,20.0,NOS,tee,"width:150mm, height:150mm",null,,150X150X100X100 SQUARE TEE (Need more details),20.0,NOS,,,,,1.00,✅ EXCELLENT,None,"This item is a square tee, which is an accessory for cable tray systems. It's used to create T-shaped junctions in cable tray installations. The dimensions suggest it connects trays of different sizes."
32,150X150X150X100 SQUARE TEE,20.0,NOS,tee,"width:150mm, height:150mm, length:150mm",null,,150X150X150X100 SQUARE TEE (Need more details),20.0,NOS,,,,,1.00,✅ EXCELLENT,None,"This item is a square tee, which is an accessory for cable tray systems. It has three 150mm sides and one 100mm side, likely used to connect cable trays at right angles. The item requires more details, possibly regarding material or specific design features."
33,50MM TRUNKING COUPLER,20.0,NOS,accessory,width:50mm,null,,"COUPLER FOR 50X50MM GI TRUNKING, 1.0MM THK.",20.0,NOS,1.284,25.68,,,0.75,✓ GOOD,"Type mismatch: BOQ=accessory, Vendor=coupler","This item is a coupler, which is used to join or connect sections of 50x50mm GI (Galvanized Iron) trunking. The coupler is made of the same material as the trunking (GI) and has a thickness of 1.0mm. It's an accessory for the trunking system, allowing for continuous and secure installation of trunking sections."
34,75MM TRUNKING COUPLER,1500.0,NOS,Trunking Coupler,width:75mm,null,,"COUPLER FOR 75X75MM GI TRUNKING, 1.0MM THK.",1500.0,NOS,1.464,2196.0,,,0.75,✓ GOOD,"Type mismatch: BOQ=Trunking Coupler, Vendor=coupler",This item is a coupler used for connecting 75x75mm GI (Galvanized Iron) trunking sections. It is made of GI material with a thickness of 1.0mm.
35,100MM TRUNKING COUPLER,1500.0,NOS,coupler,width:100mm,null,,"COUPLER FOR 100X100MM GI TRUNKING, 1.2MM THK.",1500.0,NOS,1.848,2772.0,,,1.00,✅ EXCELLENT,None,This item is a coupler used for joining 100x100mm GI (Galvanized Iron) trunking sections. It has a thickness of 1.2mm and is sold individually (NOS - Numbers).
36,150MM TRUNKING COUPLER,1500.0,NOS,accessory,width:150mm,null,,"COUPLER FOR 150X150MM GI TRUNKING, 1.5MM THK.",1500.0,NOS,2.712,4068.0,,,0.75,✓ GOOD,"Type mismatch: BOQ=accessory, Vendor=coupler",This item is a coupler used for connecting 150x150mm GI (Galvanized Iron) trunking sections. It has a thickness of 1.5mm and is sold individually (NOS - Numbers).
37,150X150 MM CABLE TRUNKING EXPANSION COUPLER,20.0,NOS,cable trunking expansion coupler,"width:150mm, height:150mm",null,,"EXPANSION COUPLER FOR 150X150MM GI TRUNKING, 1.5MM THK.",20.0,NOS,18.336,366.72,,,0.75,✓ GOOD,"Type mismatch: BOQ=cable trunking expansion coupler, Vendor=Expansion Coupler","This item is an expansion coupler used for 150x150mm GI (Galvanized Iron) trunking. It's a component in cable management systems, allowing for expansion and contraction in trunking installations. The thickness of 1.5mm suggests it's a sturdy, industrial-grade component."
38,100X100 MM CABLE TRUNKING EXPANSION COUPLER,20.0,NOS,cable trunking expansion coupler,"width:100mm, height:100mm",null,,"EXPANSION COUPLER FOR 100X100MM GI TRUNKING, 1.2MM THK.",20.0,NOS,14.172,283.44,,,0.75,✓ GOOD,"Type mismatch: BOQ=cable trunking expansion coupler, Vendor=Expansion Coupler",This item is an expansion coupler used for joining sections of 100x100mm galvanized iron (GI) trunking. It's designed to accommodate thermal expansion and contraction in cable management systems. The 1.2mm thickness suggests it's a sturdy component suitable for industrial or commercial applications.
39,75X75 MM CABLE TRUNKING EXPANSION COUPLER,20.0,NOS,cable trunking expansion coupler,"width:75mm, height:75mm",null,,"EXPANSION COUPLER FOR 75X75MM GI TRUNKING, 1.0MM THK.",20.0,NOS,13.008,260.16,,,0.75,✓ GOOD,"Type mismatch: BOQ=cable trunking expansion coupler, Vendor=Expansion Coupler","This item is an expansion coupler used for 75x75mm GI (Galvanized Iron) trunking. It's a component in cable management systems, allowing for expansion and contraction in trunking installations. The 1.0mm thickness indicates it's made of sheet metal."
40,50X50 MM CABLE TRUNKING EXPANSION COUPLER,100.0,NOS,cable trunking expansion coupler,"width:50mm, height:50mm",null,,"EXPANSION COUPLER FOR 50X50MM GI TRUNKING, 1.0MM THK.",100.0,NOS,11.52,1152.0,,,0.75,✓ GOOD,"Type mismatch: BOQ=cable trunking expansion coupler, Vendor=Expansion Coupler",This item is an expansion coupler used for 50x50mm GI (Galvanized Iron) trunking. It's designed to join sections of trunking while allowing for thermal expansion and contraction. The 1.0mm thickness indicates the material gauge of the coupler.
41,CABLE TRUNKING END CAP,500.0,NOS,End Cap,,null,,NOT QUOTED,,,,,,,0.00,❌ MISSING/POOR,Item not quoted by vendor,No vendor quote found
42,CABLE TRUNKING EARTH STRIP,5000.0,NOS,Earth Strip,,null,,NOT QUOTED,,,,,,,0.00,❌ MISSING/POOR,Item not quoted by vendor,No vendor quote found
